latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-8.9797,-74.6893,300.1,1,1,2010-01-01,0338,Terra,MODIS,16,6.2,280,4.2,N,0
-8.9783,-74.68,300.6,1,1,2010-01-01,0338,Terra,MODIS,31,6.2,279.8,4.6,N,0
-6.45,-76.8717,303.2,1,1,2010-01-01,0339,Terra,MODIS,39,6.2,290.9,4.9,N,0
-6.4487,-76.8628,304.5,1,1,2010-01-01,0339,Terra,MODIS,53,6.2,292,5.4,N,0
-6.8659,-76.1315,300.8,1,1,2010-01-01,0641,Aqua,MODIS,34,6.2,282.1,5,N,0
-7.8374,-75.0634,304.8,1.1,1.1,2010-01-01,0641,Aqua,MODIS,62,6.2,292,5.8,N,0
-5.6176,-75.9189,329.6,3.2,1.7,2010-01-01,1603,Terra,MODIS,61,6.2,294.2,130.4,D,0
-6.8629,-76.1361,312.7,3.2,1.7,2010-01-01,1603,Terra,MODIS,60,6.2,293.4,31.9,D,0
-5.7268,-77.1708,306,2.5,1.5,2010-01-01,1603,Terra,MODIS,30,6.2,290.2,15,D,0
-5.6197,-75.9138,332,3.2,1.7,2010-01-01,1603,Terra,MODIS,75,6.2,294.3,147.1,D,0
-6.5753,-76.3584,319.5,3,1.7,2010-01-01,1603,Terra,MODIS,52,6.2,298.3,42.3,D,0
-6.5746,-76.3656,321.4,3,1.7,2010-01-01,1603,Terra,MODIS,78,6.2,297.6,55.9,D,0
-6.9906,-76.3089,323,3.1,1.7,2010-01-01,1604,Terra,MODIS,68,6.2,292.7,65.2,D,0
-6.9919,-76.3039,322.5,3.1,1.7,2010-01-01,1604,Terra,MODIS,74,6.2,294,63.7,D,0
-8.8264,-74.8688,327.6,1.5,1.2,2010-01-01,1858,Aqua,MODIS,81,6.2,297.4,32,D,0
-7.2643,-76.4783,324.6,1.2,1.1,2010-01-01,1859,Aqua,MODIS,73,6.2,304.2,14.1,D,0
-5.6739,-77.3497,316.8,1.1,1.1,2010-01-01,1859,Aqua,MODIS,66,6.2,298.9,11.4,D,0
-5.7063,-77.4382,320.8,1.1,1.1,2010-01-01,1859,Aqua,MODIS,73,6.2,300.3,13.2,D,0
-5.7119,-77.4411,318.2,1.1,1.1,2010-01-01,1859,Aqua,MODIS,67,6.2,300,9.4,D,0
-5.7104,-77.4309,316,1.1,1.1,2010-01-01,1859,Aqua,MODIS,43,6.2,301.1,7,D,0
-5.7199,-77.4295,327.3,1.1,1.1,2010-01-01,1859,Aqua,MODIS,80,6.2,299.4,20.4,D,0
-5.7379,-77.3536,317.3,1.1,1.1,2010-01-01,1859,Aqua,MODIS,66,6.2,299.6,9.6,D,0
-6.8662,-76.2778,323.1,1.3,1.1,2010-01-01,1859,Aqua,MODIS,67,6.2,304,10,D,0
-6.8561,-76.2791,323.9,1.3,1.1,2010-01-01,1859,Aqua,MODIS,60,6.2,305.3,12.1,D,0
