system:index,acq_date,incendio,random_date_id,.geo
0,2001-12-08,0,0.9391571187286943,"{""type"":""Point"",""coordinates"":[-75.5521215473338,-5.882379700992915]}"
1,2001-07-21,0,0.5526794852416828,"{""type"":""Point"",""coordinates"":[-76.74697083453398,-6.6726823357299025]}"
2,2001-05-25,0,0.3976649101710439,"{""type"":""Point"",""coordinates"":[-76.16456069117528,-5.906320557671209]}"
3,2001-12-10,0,0.9446703079633559,"{""type"":""Point"",""coordinates"":[-75.68574152044755,-6.224278076163242]}"
4,2001-08-14,0,0.6199174372243047,"{""type"":""Point"",""coordinates"":[-76.16096804971144,-6.558646082464617]}"
5,2001-06-02,0,0.4179197808491789,"{""type"":""Point"",""coordinates"":[-76.68244565675566,-5.399995483023551]}"
6,2001-10-09,0,0.7741035097995872,"{""type"":""Point"",""coordinates"":[-76.83119639273687,-6.843242986862935]}"
7,2001-12-29,0,0.9947317152621359,"{""type"":""Point"",""coordinates"":[-76.6528349809883,-6.657837978191169]}"
8,2001-09-23,0,0.7292573263632888,"{""type"":""Point"",""coordinates"":[-77.41433372649782,-6.768773690834417]}"
9,2001-11-25,0,0.90248756707776,"{""type"":""Point"",""coordinates"":[-76.75572773731696,-6.696116083768962]}"
10,2001-02-04,0,0.09600543432967235,"{""type"":""Point"",""coordinates"":[-76.41004319664097,-6.635301014584928]}"
11,2001-01-27,0,0.07345244197590683,"{""type"":""Point"",""coordinates"":[-76.89683303442592,-6.5749903992962055]}"
12,2001-12-01,0,0.9196501306907622,"{""type"":""Point"",""coordinates"":[-75.91710577734175,-6.233353095567226]}"
13,2001-05-27,0,0.40181504833046744,"{""type"":""Point"",""coordinates"":[-77.21180440723553,-5.39776817495506]}"
14,2001-08-13,0,0.6172100441420291,"{""type"":""Point"",""coordinates"":[-75.89152757203433,-6.140503448389999]}"
15,2001-03-19,0,0.2133570116999991,"{""type"":""Point"",""coordinates"":[-76.28088372901857,-6.60024344042182]}"
16,2001-06-21,0,0.47006641273861305,"{""type"":""Point"",""coordinates"":[-77.43871611391367,-5.851710851525425]}"
17,2001-01-31,0,0.08512827522349231,"{""type"":""Point"",""coordinates"":[-76.07104877103448,-6.950538468924696]}"
18,2001-11-29,0,0.9123904801657591,"{""type"":""Point"",""coordinates"":[-77.4440785223658,-6.965586863586331]}"
19,2001-09-29,0,0.7455857028991102,"{""type"":""Point"",""coordinates"":[-76.36918688461087,-5.797671068529707]}"
20,2001-02-02,0,0.08883618558914841,"{""type"":""Point"",""coordinates"":[-76.91418709127078,-5.530786000980501]}"
21,2001-11-01,0,0.8375608956057093,"{""type"":""Point"",""coordinates"":[-77.33989801092913,-7.232373566693578]}"
22,2001-07-03,0,0.5045968922641584,"{""type"":""Point"",""coordinates"":[-77.21308372983232,-5.237140372877251]}"
23,2001-12-29,0,0.9945140762409242,"{""type"":""Point"",""coordinates"":[-77.51645275784907,-6.9338065388714725]}"
24,2001-01-30,0,0.08185555700167424,"{""type"":""Point"",""coordinates"":[-75.74342232378346,-7.502611835705684]}"
25,2001-01-08,0,0.02069994643955131,"{""type"":""Point"",""coordinates"":[-77.37382860861014,-6.456445234793438]}"
26,2001-04-08,0,0.2665693314054641,"{""type"":""Point"",""coordinates"":[-77.03036089290791,-6.368662376296837]}"
27,2001-05-06,0,0.3448827004260594,"{""type"":""Point"",""coordinates"":[-75.61074686603133,-6.536633754882988]}"
28,2001-08-13,0,0.6177116551188753,"{""type"":""Point"",""coordinates"":[-77.44889142586435,-6.727275952714791]}"
29,2001-12-22,0,0.9773660175737393,"{""type"":""Point"",""coordinates"":[-77.51096806537585,-6.987442347939161]}"
30,2001-11-17,0,0.8809103558961109,"{""type"":""Point"",""coordinates"":[-76.50972621036057,-5.900355019577343]}"
31,2001-02-21,0,0.1410723105888514,"{""type"":""Point"",""coordinates"":[-77.10755017823716,-6.360887636963093]}"
32,2001-07-23,0,0.5596957736283514,"{""type"":""Point"",""coordinates"":[-75.78933619991895,-5.945782975612446]}"
33,2001-10-27,0,0.822861534383431,"{""type"":""Point"",""coordinates"":[-77.28521359628384,-6.890502660955485]}"
34,2001-05-18,0,0.37659572788117657,"{""type"":""Point"",""coordinates"":[-77.30569775147015,-6.525571951158751]}"
35,2001-07-14,0,0.533073122482112,"{""type"":""Point"",""coordinates"":[-75.83962565372784,-6.929511458644296]}"
36,2001-09-26,0,0.7378832308268118,"{""type"":""Point"",""coordinates"":[-75.80496615427175,-6.836006339265761]}"
37,2001-09-02,0,0.6706744333340123,"{""type"":""Point"",""coordinates"":[-77.39085635603547,-5.7783488736056645]}"
38,2001-01-01,0,3.4005606445774994E-4,"{""type"":""Point"",""coordinates"":[-77.10667831143273,-7.357911846364595]}"
39,2001-02-14,0,0.12234534977990741,"{""type"":""Point"",""coordinates"":[-76.99914864296008,-7.332916187784927]}"
40,2001-08-19,0,0.6334878537857643,"{""type"":""Point"",""coordinates"":[-77.24005682830844,-6.931342706605391]}"
41,2001-01-22,0,0.05935281554822203,"{""type"":""Point"",""coordinates"":[-76.89246315109985,-5.212462505465527]}"
42,2001-02-23,0,0.1469992794412085,"{""type"":""Point"",""coordinates"":[-75.60783919102062,-5.5941151159540015]}"
43,2001-03-05,0,0.17469001692247021,"{""type"":""Point"",""coordinates"":[-76.36283674136891,-6.380793727295641]}"
44,2001-01-20,0,0.052771325394751156,"{""type"":""Point"",""coordinates"":[-75.9583566123285,-5.298255475665205]}"
45,2001-09-01,0,0.6686819153377797,"{""type"":""Point"",""coordinates"":[-75.99938351654062,-6.076651418507213]}"
46,2001-03-10,0,0.18756272764583048,"{""type"":""Point"",""coordinates"":[-77.18695898534692,-6.196820810614756]}"
47,2001-06-22,0,0.4743244912777138,"{""type"":""Point"",""coordinates"":[-76.60562453766775,-6.5875457295775695]}"
48,2001-04-12,0,0.2781320244816383,"{""type"":""Point"",""coordinates"":[-76.45786537475786,-5.847773952672416]}"
49,2001-10-18,0,0.7983956700625959,"{""type"":""Point"",""coordinates"":[-76.21891493903652,-7.12053033714668]}"
50,2001-01-15,0,0.03969627508987439,"{""type"":""Point"",""coordinates"":[-75.99411742841416,-6.2016988445038095]}"
51,2001-08-03,0,0.5884337986923661,"{""type"":""Point"",""coordinates"":[-77.35464424704278,-6.306399139576039]}"
52,2001-10-20,0,0.8025021426883533,"{""type"":""Point"",""coordinates"":[-77.14870823308875,-6.8812608532922095]}"
53,2001-05-10,0,0.3555813790481246,"{""type"":""Point"",""coordinates"":[-77.45917085361808,-7.378012032391012]}"
54,2001-09-30,0,0.7486747121989823,"{""type"":""Point"",""coordinates"":[-76.32413479957033,-7.036314510603764]}"
55,2001-06-21,0,0.47117773299953536,"{""type"":""Point"",""coordinates"":[-77.31017116176967,-6.351517341637376]}"
56,2001-05-17,0,0.3756545766021794,"{""type"":""Point"",""coordinates"":[-76.9435614717976,-7.474717173105087]}"
57,2001-12-05,0,0.9301112716892761,"{""type"":""Point"",""coordinates"":[-75.84894878803162,-6.191430391246121]}"
58,2001-02-11,0,0.11387260971967128,"{""type"":""Point"",""coordinates"":[-77.02222304631809,-6.961563570088446]}"
59,2001-02-26,0,0.15431770192349936,"{""type"":""Point"",""coordinates"":[-76.36379595586068,-7.070198196068285]}"
60,2001-12-12,0,0.9496356946364043,"{""type"":""Point"",""coordinates"":[-76.89232327371961,-6.709679366409026]}"
61,2001-02-21,0,0.14118184624068897,"{""type"":""Point"",""coordinates"":[-75.71926621257872,-5.288201707208575]}"
62,2001-11-06,0,0.8504909490669155,"{""type"":""Point"",""coordinates"":[-77.13978816386988,-7.017832061015762]}"
63,2001-12-03,0,0.925652161181283,"{""type"":""Point"",""coordinates"":[-77.00083886723358,-6.693645231607011]}"
64,2001-07-04,0,0.5061377662329777,"{""type"":""Point"",""coordinates"":[-75.83606862844933,-5.518901360296995]}"
65,2001-04-28,0,0.3224733718874251,"{""type"":""Point"",""coordinates"":[-76.48980976364362,-5.765833579415168]}"
66,2001-05-25,0,0.39630510185977363,"{""type"":""Point"",""coordinates"":[-75.97775046224217,-5.9638581047952375]}"
67,2001-03-11,0,0.18994944387029244,"{""type"":""Point"",""coordinates"":[-76.0845405608189,-5.648091386764367]}"
68,2001-12-19,0,0.9682147349659281,"{""type"":""Point"",""coordinates"":[-76.3565072601085,-6.08565697953034]}"
69,2001-08-11,0,0.6117790378752705,"{""type"":""Point"",""coordinates"":[-77.53514186743837,-5.661805796480656]}"
70,2001-07-29,0,0.5763875136601317,"{""type"":""Point"",""coordinates"":[-76.56153900049968,-6.424415078222516]}"
71,2001-10-22,0,0.8093620945561344,"{""type"":""Point"",""coordinates"":[-77.07597134063963,-5.859392269860992]}"
72,2001-03-27,0,0.2357817155473032,"{""type"":""Point"",""coordinates"":[-77.20883178649431,-7.336551353349131]}"
73,2001-07-18,0,0.5456917978646044,"{""type"":""Point"",""coordinates"":[-77.02280558006699,-5.532971684555294]}"
74,2001-07-07,0,0.516113283441151,"{""type"":""Point"",""coordinates"":[-77.3791914454974,-6.114431837075887]}"
75,2001-12-02,0,0.921176036911002,"{""type"":""Point"",""coordinates"":[-75.70718586514504,-5.921016028711128]}"
76,2001-05-08,0,0.3510439673064514,"{""type"":""Point"",""coordinates"":[-76.98915064415999,-7.095024308236621]}"
77,2001-07-13,0,0.5307671983673187,"{""type"":""Point"",""coordinates"":[-75.55823277277759,-7.446777051363318]}"
78,2001-07-21,0,0.554660076261804,"{""type"":""Point"",""coordinates"":[-77.41858176231523,-5.756771146595229]}"
79,2001-06-29,0,0.4943448820311429,"{""type"":""Point"",""coordinates"":[-76.22236926601508,-6.542256231887758]}"
80,2001-05-24,0,0.39293714031799243,"{""type"":""Point"",""coordinates"":[-77.51525342091976,-5.3992279096164255]}"
81,2001-03-01,0,0.16378280533926415,"{""type"":""Point"",""coordinates"":[-76.84451015929197,-7.329270682828255]}"
82,2001-07-01,0,0.49875076051314227,"{""type"":""Point"",""coordinates"":[-77.00835031536832,-5.450166959625918]}"
83,2001-12-12,0,0.9493799938881253,"{""type"":""Point"",""coordinates"":[-76.63044449970681,-6.189738223688629]}"
84,2001-04-22,0,0.30521403906607547,"{""type"":""Point"",""coordinates"":[-76.08201561394016,-7.218925664720446]}"
85,2001-08-23,0,0.6437669079182602,"{""type"":""Point"",""coordinates"":[-76.90197669049898,-5.626490573988114]}"
86,2001-04-11,0,0.27609228392861485,"{""type"":""Point"",""coordinates"":[-75.87773973651454,-7.195118276412429]}"
87,2001-01-16,0,0.04143672208287352,"{""type"":""Point"",""coordinates"":[-75.78596746234152,-7.261878534754229]}"
88,2001-10-02,0,0.7545580647756894,"{""type"":""Point"",""coordinates"":[-75.92077418660742,-5.809070578757959]}"
89,2001-09-04,0,0.6766142764884171,"{""type"":""Point"",""coordinates"":[-77.34792258266398,-7.53821724475927]}"
90,2001-10-24,0,0.8157915031854215,"{""type"":""Point"",""coordinates"":[-76.08571031789008,-6.6577808572271095]}"
91,2001-03-18,0,0.21017369137112762,"{""type"":""Point"",""coordinates"":[-77.02191077906832,-5.841456819782133]}"
92,2001-03-27,0,0.23478218593325895,"{""type"":""Point"",""coordinates"":[-76.79635411817596,-5.337639267388661]}"
93,2001-01-29,0,0.07806832309050682,"{""type"":""Point"",""coordinates"":[-77.46665184846529,-6.012390103585068]}"
94,2001-03-28,0,0.23727776268104617,"{""type"":""Point"",""coordinates"":[-75.57023459371909,-7.247461423234719]}"
95,2001-10-18,0,0.799395750528745,"{""type"":""Point"",""coordinates"":[-76.76258506679603,-5.619318348217799]}"
96,2001-08-23,0,0.6449148982849089,"{""type"":""Point"",""coordinates"":[-75.88131487548965,-7.480945740497024]}"
97,2001-09-19,0,0.7190670502491872,"{""type"":""Point"",""coordinates"":[-77.43791713673666,-6.394447416910339]}"
98,2001-06-28,0,0.4897849359049359,"{""type"":""Point"",""coordinates"":[-76.41076755798852,-5.811190643666691]}"
99,2001-03-24,0,0.2259183645093068,"{""type"":""Point"",""coordinates"":[-76.15839430304165,-6.2234750512942]}"
