system:index,acq_date,incendio,random_date_id,.geo
0,2005-01-24,0,0.0653317647741446,"{""type"":""Point"",""coordinates"":[-75.5521215473338,-5.882379700992915]}"
2,2005-01-12,0,0.03077377395317249,"{""type"":""Point"",""coordinates"":[-76.16456069117528,-5.906320557671209]}"
3,2005-01-05,0,0.012192823272550446,"{""type"":""Point"",""coordinates"":[-75.68574152044755,-6.224278076163242]}"
4,2005-05-15,0,0.3687567224295939,"{""type"":""Point"",""coordinates"":[-76.16096804971144,-6.558646082464617]}"
5,2005-06-09,0,0.4387902000667898,"{""type"":""Point"",""coordinates"":[-76.68244565675566,-5.399995483023551]}"
7,2005-04-10,0,0.2725635200707297,"{""type"":""Point"",""coordinates"":[-76.6528349809883,-6.657837978191169]}"
8,2005-02-21,0,0.14111693519969826,"{""type"":""Point"",""coordinates"":[-77.41433372649782,-6.768773690834417]}"
10,2005-08-26,0,0.6511706473496965,"{""type"":""Point"",""coordinates"":[-76.41004319664097,-6.635301014584928]}"
11,2005-04-09,0,0.2712903259702152,"{""type"":""Point"",""coordinates"":[-76.89683303442592,-6.5749903992962055]}"
12,2005-04-13,0,0.28067498956779746,"{""type"":""Point"",""coordinates"":[-75.91710577734175,-6.233353095567226]}"
13,2005-01-29,0,0.07714300572289146,"{""type"":""Point"",""coordinates"":[-77.21180440723553,-5.39776817495506]}"
14,2005-05-02,0,0.33251299666560497,"{""type"":""Point"",""coordinates"":[-75.89152757203433,-6.140503448389999]}"
15,2005-12-29,0,0.9961225884201047,"{""type"":""Point"",""coordinates"":[-76.28088372901857,-6.60024344042182]}"
16,2005-03-30,0,0.24280613900937198,"{""type"":""Point"",""coordinates"":[-77.43871611391367,-5.851710851525425]}"
17,2005-11-21,0,0.8904677307787005,"{""type"":""Point"",""coordinates"":[-76.07104877103448,-6.950538468924696]}"
18,2005-01-09,0,0.02360443484924224,"{""type"":""Point"",""coordinates"":[-77.4440785223658,-6.965586863586331]}"
19,2005-01-13,0,0.034089940048457446,"{""type"":""Point"",""coordinates"":[-76.36918688461087,-5.797671068529707]}"
20,2005-08-19,0,0.6320093387685112,"{""type"":""Point"",""coordinates"":[-76.91418709127078,-5.530786000980501]}"
21,2005-10-20,0,0.80352366691799,"{""type"":""Point"",""coordinates"":[-77.33989801092913,-7.232373566693578]}"
22,2005-04-17,0,0.2927171527481409,"{""type"":""Point"",""coordinates"":[-77.21308372983232,-5.237140372877251]}"
23,2005-07-06,0,0.5133959902692965,"{""type"":""Point"",""coordinates"":[-77.51645275784907,-6.9338065388714725]}"
