system:index,acq_date,incendio,random_date_id,.geo
0,2010-05-19,0,0.38120330166123195,"{""type"":""Point"",""coordinates"":[-75.5521215473338,-5.882379700992915]}"
2,2010-09-26,0,0.7388127192994923,"{""type"":""Point"",""coordinates"":[-76.16456069117528,-5.906320557671209]}"
4,2010-04-10,0,0.27406689258903616,"{""type"":""Point"",""coordinates"":[-76.16096804971144,-6.558646082464617]}"
5,2010-09-13,0,0.701798108134472,"{""type"":""Point"",""coordinates"":[-76.68244565675566,-5.399995483023551]}"
6,2010-04-16,0,0.2892079602800609,"{""type"":""Point"",""coordinates"":[-76.83119639273687,-6.843242986862935]}"
7,2010-07-06,0,0.511301150665439,"{""type"":""Point"",""coordinates"":[-76.6528349809883,-6.657837978191169]}"
9,2010-07-03,0,0.5052297855679869,"{""type"":""Point"",""coordinates"":[-76.75572773731696,-6.696116083768962]}"
10,2010-11-06,0,0.8514500082856038,"{""type"":""Point"",""coordinates"":[-76.41004319664097,-6.635301014584928]}"
11,2010-05-22,0,0.3894251869425449,"{""type"":""Point"",""coordinates"":[-76.89683303442592,-6.5749903992962055]}"
12,2010-10-12,0,0.7824182767924635,"{""type"":""Point"",""coordinates"":[-75.91710577734175,-6.233353095567226]}"
13,2010-12-29,0,0.9947645806925601,"{""type"":""Point"",""coordinates"":[-77.21180440723553,-5.39776817495506]}"
14,2010-02-13,0,0.12037703526842858,"{""type"":""Point"",""coordinates"":[-75.89152757203433,-6.140503448389999]}"
15,2010-02-11,0,0.11513943850403474,"{""type"":""Point"",""coordinates"":[-76.28088372901857,-6.60024344042182]}"
18,2010-04-06,0,0.2621328016361939,"{""type"":""Point"",""coordinates"":[-77.4440785223658,-6.965586863586331]}"
20,2010-07-03,0,0.5048761284249202,"{""type"":""Point"",""coordinates"":[-76.91418709127078,-5.530786000980501]}"
21,2010-10-29,0,0.8285011888550192,"{""type"":""Point"",""coordinates"":[-77.33989801092913,-7.232373566693578]}"
22,2010-03-23,0,0.22291474820851898,"{""type"":""Point"",""coordinates"":[-77.21308372983232,-5.237140372877251]}"
23,2010-10-29,0,0.826983055570309,"{""type"":""Point"",""coordinates"":[-77.51645275784907,-6.9338065388714725]}"
24,2010-05-30,0,0.41068709412838444,"{""type"":""Point"",""coordinates"":[-75.74342232378346,-7.502611835705684]}"
25,2010-10-07,0,0.7670875159676298,"{""type"":""Point"",""coordinates"":[-77.37382860861014,-6.456445234793438]}"
