id,category,latitude,longitude
4,no_incendio,-5.384232968668374,-76.97564752527742
5,incendio,-6.7754,-76.8284
9,incendio,-8.0519,-76.7766
23,incendio,-7.6067,-76.4647
30,no_incendio,-6.376048501437837,-77.12747027240657
34,incendio,-7.1611,-76.4243
38,no_incendio,-6.191430391246121,-75.84894878803162
42,no_incendio,-6.671397085491674,-75.72724206195927
54,no_incendio,-6.827947755317633,-77.24078320536096
55,no_incendio,-7.1211989995442275,-77.24932556813594
59,no_incendio,-5.809070578757959,-75.92077418660742
66,no_incendio,-7.589730303914846,-76.05435857716274
74,no_incendio,-7.093257969486561,-77.25013940551041
87,no_incendio,-5.702740983602372,-76.82721339280745
96,no_incendio,-6.895407353104692,-76.79676810992372
101,no_incendio,-6.24016797795497,-75.64844512243143
106,incendio,-6.9046,-76.1154
108,no_incendio,-7.415686202537784,-75.85189468645096
109,no_incendio,-6.727045073831165,-75.91911452014631
110,incendio,-8.6736,-76.8433
113,incendio,-8.6988,-77.2941
115,incendio,-7.1802,-76.7332
116,no_incendio,-6.573360651240456,-77.15419086763502
117,no_incendio,-6.566852763907717,-76.67622294647774
123,incendio,-6.9984,-76.9747
127,incendio,-5.9265,-76.5098
135,no_incendio,-5.926005528348797,-76.66451761423114
136,no_incendio,-7.359360612224768,-76.78029054350944
143,incendio,-6.2278,-75.9358
151,incendio,-7.3274,-76.9248
153,incendio,-8.194,-76.5262
164,incendio,-6.0665,-76.3052
178,no_incendio,-7.017817860779479,-76.95461934375838
182,incendio,-7.189,-76.3541
189,incendio,-7.3894,-76.4311
190,no_incendio,-7.279070011168152,-76.78517622564465
194,incendio,-7.3209,-76.6321
199,incendio,-8.4675,-76.3784
203,incendio,-6.7704,-76.5614
205,incendio,-7.683,-76.555
208,incendio,-8.3779,-75.5336
210,incendio,-7.1021,-76.2511
211,no_incendio,-5.8091800479019735,-77.2012977286717
217,no_incendio,-7.327654305768692,-76.79637397316769
220,incendio,-7.0719,-76.1799
226,no_incendio,-6.143493830692505,-76.5408916216836
229,incendio,-5.9009,-76.1175
233,no_incendio,-5.382698663545955,-75.70884428974506
235,no_incendio,-6.8926897104749445,-77.3151109476637
236,incendio,-8.4307,-76.3451
237,no_incendio,-7.26944697761503,-76.97064413485722
244,no_incendio,-6.470561948843736,-76.94393330664495
247,no_incendio,-5.9963693215198255,-75.6077799161721
259,incendio,-8.19,-76.514
262,incendio,-8.4258,-77.6743
263,no_incendio,-6.254046612679011,-76.94445690037632
283,incendio,-7.2079,-76.8188
285,incendio,-7.1547,-76.2719
296,no_incendio,-7.200090625449649,-75.973583692229
300,incendio,-6.9845,-76.2083
301,incendio,-6.4318,-76.5616
310,no_incendio,-6.253873442293271,-77.4856518253099
316,no_incendio,-6.796333772184817,-76.78935654696676
320,no_incendio,-5.761894026687926,-76.71626651276603
327,no_incendio,-5.4484392138134945,-75.95921509359859
328,no_incendio,-7.410323721411357,-76.86954387230432
333,incendio,-6.9201,-76.894
335,no_incendio,-7.489751819531982,-75.96573533227652
337,no_incendio,-5.992720265748597,-76.93502157829727
346,incendio,-7.1888,-76.2644
349,no_incendio,-7.006429626529349,-76.40821160101947
353,incendio,-6.2574,-75.8602
355,no_incendio,-7.188428352306568,-77.29319926370498
357,incendio,-8.6113,-76.7858
359,incendio,-7.3498,-76.6486
361,no_incendio,-5.648091386764367,-76.0845405608189
362,incendio,-7.4335,-76.6265
364,no_incendio,-6.044963123942919,-77.48508183574644
373,no_incendio,-5.335389403596253,-76.01475499828726
377,no_incendio,-6.178368777472011,-76.33706394423045
379,incendio,-7.2327,-77.7744
382,no_incendio,-6.271617281791801,-76.2353167311132
384,no_incendio,-7.121218145710977,-75.81337445472924
391,no_incendio,-5.780675568523146,-77.4440499191556
400,no_incendio,-7.377600559830132,-77.019111932187
403,no_incendio,-7.447437630617855,-75.7762682609642
405,incendio,-7.4844,-76.698
408,no_incendio,-6.156050459707027,-75.66218917207854
411,no_incendio,-6.038536990606767,-77.06716652123592
416,no_incendio,-6.524425930701368,-75.5544292150011
417,no_incendio,-6.787959079277664,-75.64572689392233
420,no_incendio,-5.402348170521421,-77.02463779239379
421,no_incendio,-6.041174269159521,-76.02071621272385
424,incendio,-7.3327,-76.5731
431,incendio,-6.7467,-76.469
434,no_incendio,-6.672235518740384,-76.40469486255991
435,no_incendio,-5.977954403238399,-75.89740788010133
436,incendio,-8.5125,-77.306
446,incendio,-6.959,-76.0876
451,no_incendio,-6.6084019823282665,-76.06077967767854
458,no_incendio,-6.263351561254887,-76.64078067531564
467,no_incendio,-6.737059261843657,-77.50234796745673
470,no_incendio,-7.351997452668049,-75.86863921087647
473,no_incendio,-6.685049559983484,-76.41070291621934
475,incendio,-7.1791,-77.0942
482,no_incendio,-7.391479645520882,-76.64610969758941
485,no_incendio,-5.503666402060762,-76.62944463990817
489,no_incendio,-5.889428519671102,-75.83985217439051
491,no_incendio,-6.6015678247259215,-76.27888093028594
497,no_incendio,-6.5644589298315985,-76.41194631888501
501,incendio,-7.3752,-76.4326
502,incendio,-6.5348,-76.28
503,incendio,-7.379,-76.5543
507,no_incendio,-7.076017752800738,-75.91978389352657
536,incendio,-6.2177,-76.3438
539,incendio,-6.1656,-77.7797
541,incendio,-8.1026,-77.4846
546,no_incendio,-6.428027041919373,-76.62475957936073
549,incendio,-6.6944,-76.7165
550,incendio,-5.9437,-76.258
554,no_incendio,-6.367884072608207,-76.17501426406548
557,no_incendio,-5.900355019577343,-76.50972621036057
558,incendio,-6.6365,-76.4212
559,no_incendio,-6.911906202214161,-76.30385492841812
563,incendio,-5.6786,-76.4201
569,incendio,-5.8864,-76.3601
571,no_incendio,-6.9560251993392335,-75.65244127896328
579,incendio,-7.2172,-76.0704
583,incendio,-7.0537,-76.6446
586,incendio,-6.3335,-75.8994
592,no_incendio,-6.545824570129261,-76.83977337637627
598,no_incendio,-5.441244045280792,-76.19936571316805
604,no_incendio,-7.333242178068196,-76.42984929938181
605,incendio,-6.7323,-76.626
607,no_incendio,-5.87938832915223,-76.90538612384941
613,incendio,-5.6977,-76.1742
614,incendio,-6.1019,-76.8951
620,incendio,-5.711,-76.458
622,no_incendio,-6.7183540623229865,-77.22771131243218
630,incendio,-5.7745,-75.8804
639,no_incendio,-5.740185734953845,-76.52718705325192
648,no_incendio,-5.7783488736056645,-77.39085635603547
651,no_incendio,-5.576772469133078,-75.97592638298059
652,incendio,-6.6888,-76.7233
654,no_incendio,-6.0457356441581505,-76.76564488218803
658,no_incendio,-6.271888529403575,-75.79765684657775
661,incendio,-7.1197,-76.3282
662,incendio,-7.6726,-76.6576
671,no_incendio,-5.877091540669871,-76.18474625697182
677,no_incendio,-7.3828581911388165,-75.8721549637632
694,incendio,-7.3229,-76.301
698,incendio,-7.3727,-76.7416
709,incendio,-6.7347,-76.7618
718,incendio,-6.792,-76.8242
725,no_incendio,-6.980328156805363,-75.58165966551039
726,no_incendio,-5.472748128836409,-77.20935781294484
732,no_incendio,-7.453299052251447,-77.18508562471676
735,incendio,-7.4958,-77.2937
739,incendio,-5.8188,-76.1491
744,no_incendio,-5.489245275525123,-76.82667902790362
756,incendio,-5.7131,-75.9202
762,no_incendio,-7.038481344593258,-77.380855509791
764,incendio,-7.1347,-76.9128
771,incendio,-8.2716,-77.6186
774,incendio,-7.8155,-77.5643
776,no_incendio,-5.405996026832457,-77.00825976917662
777,no_incendio,-6.323745703888591,-76.07826663303581
783,no_incendio,-6.156444886914189,-76.11831601972577
790,incendio,-6.1083,-76.8391
796,incendio,-6.8195,-76.4994
799,no_incendio,-5.695046426207607,-76.82428560854454
806,no_incendio,-5.7829185122707605,-75.83627637612751
818,incendio,-7.1249,-76.0551
821,no_incendio,-5.593541454604672,-77.03576741540543
826,no_incendio,-7.132755841156035,-76.3660848783576
830,no_incendio,-5.4433732153340495,-76.71634375535739
831,no_incendio,-5.733329701316475,-76.97970479241751
837,incendio,-5.6044,-76.6346
840,no_incendio,-6.360714337530349,-76.51313445356357
842,no_incendio,-7.152579773463051,-77.33584101890563
847,incendio,-6.6533,-76.4154
849,no_incendio,-7.126628531945264,-77.1694503862003
861,no_incendio,-7.161262686753078,-75.93223007605604
869,incendio,-6.8737,-76.1086
871,incendio,-5.4068,-75.7338
872,incendio,-6.496,-76.4748
875,no_incendio,-6.045557480896305,-76.73042918045354
876,no_incendio,-6.0258388422724725,-75.8823418796658
882,no_incendio,-5.397648721010737,-76.34314573163867
888,no_incendio,-7.0290210902954895,-76.54683053820943
890,incendio,-6.3011,-76.6001
898,no_incendio,-6.090705105654209,-75.76196358722034
912,no_incendio,-7.5348116135080625,-76.04270078901092
915,incendio,-7.9449,-76.8124
916,no_incendio,-6.543469703142076,-77.05698988429933
923,incendio,-6.3222,-75.8874
929,no_incendio,-7.4291899383099445,-76.99344952239323
944,incendio,-6.7572,-76.5948
951,no_incendio,-6.227801736418022,-76.3562846673644
967,no_incendio,-7.5120911115649465,-76.43294446778411
970,no_incendio,-7.233369543625463,-75.83176043083628
971,incendio,-7.0117,-76.2257
975,incendio,-8.4631,-76.3463
980,no_incendio,-6.730215654444688,-76.84821672271427
985,no_incendio,-5.592798700137297,-76.77202119029057
996,incendio,-8.3706,-76.3692
999,no_incendio,-6.107287203943645,-77.4216594793923
1002,incendio,-5.9467,-76.2185
1004,incendio,-8.3626,-75.5014
1007,no_incendio,-5.8091800479019735,-77.2012977286717
1030,incendio,-7.4557,-76.4665
1036,incendio,-7.5456,-77.6266
1037,no_incendio,-5.617274160260966,-77.39479584552937
1040,no_incendio,-5.882545131668422,-77.4252687375934
1041,no_incendio,-6.114431837075887,-77.3791914454974
1048,no_incendio,-7.1324095624727075,-76.25453754327332
1049,no_incendio,-6.446999968584335,-76.20534088443561
1050,no_incendio,-6.199800156726071,-75.87903812084684
1058,no_incendio,-6.798024401154352,-77.5135347592825
1061,incendio,-8.7066,-76.8004
1064,incendio,-6.0225,-76.2293
1068,no_incendio,-5.67746740794027,-76.11677597680215
1084,incendio,-7.24,-76.3518
1089,no_incendio,-6.590618313605878,-75.87293609884875
1095,incendio,-6.2949,-75.9162
1117,no_incendio,-5.733303330887296,-76.64353813041618
1118,incendio,-7.3774,-76.8416
1124,no_incendio,-5.976563784411299,-76.98024729252694
1128,incendio,-6.5855,-75.6295
1131,incendio,-6.8215,-76.2917
1134,no_incendio,-6.56442664767728,-76.08300934140289
1138,no_incendio,-6.7449829270010735,-76.32449330393015
1141,incendio,-7.0712,-76.4348
1144,incendio,-6.1039,-76.4324
1152,incendio,-7.082,-76.0955
1156,incendio,-5.8318,-76.2072
1161,no_incendio,-6.679897679386204,-77.34823338283437
1165,no_incendio,-7.153254312142147,-75.61931012295983
1174,incendio,-6.1956,-76.3014
1182,no_incendio,-7.4333859418143975,-75.94488928476447
1183,incendio,-8.3695,-76.3826
1185,incendio,-6.2521,-75.9461
1192,incendio,-8.4924,-75.5773
1193,no_incendio,-7.547278454305467,-75.69007439703174
1199,no_incendio,-5.926005528348797,-76.66451761423114
1204,no_incendio,-5.704328166594409,-76.92480673286192
1207,incendio,-7.1533,-76.3286
1213,no_incendio,-7.333242178068196,-76.42984929938181
1216,incendio,-6.6868,-76.5268
1217,no_incendio,-7.1695522446443345,-76.10103400972879
1220,no_incendio,-5.874728243249529,-75.64280851778764
1231,incendio,-6.6852,-76.6986
1241,no_incendio,-6.3280159994888185,-76.39673641063581
1247,no_incendio,-6.535327617861432,-76.18785766882165
1250,incendio,-7.2794,-76.3408
1255,incendio,-6.5852,-75.5716
1271,incendio,-7.8875,-75.5311
1273,incendio,-6.2491,-75.7888
1280,incendio,-7.1121,-76.2733
